name,phone,street,city,country,website,description
Dandy Classics,+31 485 700 234,Boxmeerseweg 25C, 5845 ET Sint Anthonis, Netherlands,http://www.dandyclassics.com, +31 485 700 234
De Klassieker,+31 (0)73-7851592,Huygensweg 15, 5482 TH  Schijndel, Netherlands,http://www.deklassieker.com, +31 (0)73-7851592
DeLeon B.V.,+31-6-23-362063,lovense Kanaaldijk 88-70, 5015AK Tilburg, Netherlands,http://deleonclassiccars.com,Vente de voitures de collection
E&R Classics,+33 (0)1 84 60 77 00,Kleiweg 1, 5145 NA Waalwijk, Netherlands,http://www.erclassics.fr,"Notre entreprise est née de notre passion pour les voitures anglaises et voitures américaines de collection. Suite à son énorme succès, E&R Classic Cars est devenu au fil des années un des plus grands négociants de voitures anciennes des Pays-Bas, spécialisé dans l’achat, la vente et le courtage de voitures de sport et de collection. Nous achetons et vendons une large gamme d'automobiles de collection sport et prestige mais l’accent est mis sur les marques… > lire la suite MG, Triumph, Austin Healey, Jaguar, Porsche et la classique Ford Mustang. Mais vous trouverez régulièrement chez nous des modèles uniques d’autres marques historiques comme Mercedes-Benz, Rolls Royce, Bentley, Cadillac, Buick, Alfa, Fiat, Volvo et Volkswagen.Chaque sélection et chaque achat voiture collection est unique. Nous vous aidons volontiers à trouver la voiture qui vous convient, grâce à une approche sur mesure. Le budget, la phase de vie, la composition de la famille, le degré de connaissance technique de ceux qui veulent et peuvent mettre les doigts dans le moteur diffèrent toujours selon les clients. Même si vous ne disposez d’aucune compétence technique, vous roulerez en toute confiance au volant d’une voiture collection correctement préparée par E&R Classic Cars.L’époque où vous deviez vous même mettre les doigts dans le cambouis pour jouir d’une voiture ancienne est définitivement révolue. Mais E&R Classics possède également un vaste choix pour les amateurs de restauration. Nous pouvons également vous accompagner dans un projet de restauration.ACHAT VOITURES DE COLLECTIONNous disposons toujours de plus de 400 voitures anciennes à la vente. Si vous êtes à la recherche d’une voiture de collection, vous êtes chez nous à la bonne adresse. Grâce à nos prix attractifs, nous vendons de nombreuses voitures de prestige à travers toute l’Europe, mais naturellement aussi aux Pays-Bas. Nos voitures proviennent de divers pays européens et nous importons même directement depuis les USA. Outre l’achat, la vente et le courtage, nous pouvons également vous offrir le service d’un atelier entièrement aménagé avec une équipe spécialisée. Nous pouvons effectuer tous les travaux éventuels sur votre voiture de collection. Vous êtes donc également les bienvenus pour toutes vos révisions, travaux de carrosserie, de peinture, d’entretien ou de réparation.Toutes les voitures (à l’exception des projets à restaurer) que nous vendons sont examinées et contrôlées dans notre atelier professionnel (20 mécaniciens) en fonction d’une liste de 125 critères. Par expérience nous avons fait cette liste pour contrôler profond d’obtenir qualité et crédibilité optimale pour voitures anciennes. Notre contrôle intensif des voitures anciennes comprend contrôle de corrosion, d'accidents, tests de compressions des moteurs et autres. Au besoin, réparations ou entretien sont faits pour vous garantir d’achat une voiture de collection prête à rouler et fiable."
E-type Center Europe,0031 6 28475851,, 4141BB Leerdam, Netherlands,http://www.e-typecenter.com, 0031 6 28475851
Gallery Aaldering,+31 575 56 40 55,Arnhemsestraat 47  , 6971 AP Brummen, Netherlands,http://www.gallery-aaldering.com/en/, +31 575 56 40 55
Garage Maestricht,06 54 36 29 63 ,Calvariestraat 22 , 6211NJ Maastricht, Netherlands,http://www.garagemaestricht.nl, + 31 (0)43 325 41 01
Hofman Leek,+31 (0)594-51 66 04,Rodenburg 1, 9351 PV Leek, Netherlands,http://www.hofman.nl, +31 (0)594-51 66 04
JB Classic Cars,+31 (0)172 404 448,Voshol 2/A, 2411 NP Bodegraven, Netherlands,http://jbclassiccars.com, +31 (0)172 404 448
Jenden,+31 416 77 61 42,, 5165 Waalwijk, Netherlands,http://www.jenden.eu,"jenden.eu est la vente aux enchères de voitures anciennes en ligne pour les voitures classiques, les jeunes chronométreurs, les voitures exclusives et tous les autres objets de collection rares sur roues.Nous sommes fous de voitures spéciales… > lire la suite !Avec des décennies d'expérience dans l'industrie automobile, nous sommes les professionnels qui peuvent vous aider à trouver la voiture de vos rêves ou à vendre votre voiture classique à un nouveau propriétaire.Avec des frais d'achat de seulement 5%, nous bouleversons vraiment le marché des enchères.Pour les vendeurs, cela signifie des enchères plus élevées sur les voitures qu'ils proposent.Un taux intéressant pour les acheteurs de franchir cette dernière étape lors de l'achat de la voiture de leurs rêves.jenden.eu est la plateforme d'enchères en ligne la plus spécialisée pour les voitures classiques de toute l'Europe et nous proposons les voitures dans le monde entier.Nous proposons une expérience d'enchères en ligne simple où les vendeurs ont confiance dans les enchères et les acheteurs ont confiance dans les voitures proposées.Notre équipe comprend la valeur de chaque voiture, quelle que soit sa valeur - nous encourageons donc tous ceux qui envisagent de vendre leur voiture à nous contacter.Tous les lots sont présentés selon nos normes élevées avec de nombreuses photos, vidéos et une description très précise.Donc, si vous êtes intéressé par l'achat ou la vente d'une voiture classique d'avant-guerre, d'une youngtimer ou d'une voiture exclusive...N'hésitez pas et contactez jenden ventes aux enchères de voitures anciennes en ligne !"
Joop Stolze Classic Cars,+31 174 520 884,Lierweg 34A, 2678 CW De Lier, Netherlands,http://stolzeclassiccars.nl,"Joop Stolze est un passionné de voitures de sport classiques. En 1976, il a importé son premier TR3A rouge de Londres. Aujourd'hui, sa collection se compose de centaines de voitures, dont certaines sont les voitures les plus rares au monde ! Toutes les voitures ont été importées par Joop lui-même du monde entier. Cela fait que les prix restent bas et que les historiques sont plus fiables. Consultez notre site Web ou venez visiter notre… > lire la suite showroom de 6 000 m² à De Lier, aux Pays-Bas, (NOUVELLE adresse, Lierweg 34A à De Lier) !.<br />Veuillez nous appeler avant de nous rendre visite, ce qui vous évite de vous décevoir lorsque la voiture de vos rêves est vendue!<br />HORAIRES D'OUVERTURE: de 8h00 à 17h00 le samedi de 8h00 à 15h00 le dimanche, nous sommes fermés le jeudi 13 mai et le lundi 24 mai, nous sommes fermés. "
Kieft & Klok,+31 (0)641 616 963,Reijmerweg 78a, 6871HG Renkum, Netherlands,http://kieftenklok.nl,"Le spécialiste Volkswagen vintage
Kieft & Klok est spécialisé dans la vente de Volkswagen vintage telles que la coccinelle, le transporteur et le camping-car Westfalia T1, T2 et T3."
Klassiek Aktief,+31 (0)333030734,Stationsweg 416, 3925 CG Scherpenzeel, Netherlands,http://www.klassiekaktief.nl,"Une équipe jeune et enthousiaste passionnée par les voitures anciennes. Depuis des années, nous avons les connaissances et l'expérience pour l'entretien et la vente de belles voitures anciennes. Depuis 2017, Klassiek Aktief fait partie du groupe Auto Aktief, ce qui le rend encore plus apte à offrir un service de qualité et ciblé. "
Kucarfa BV,0031 653 691 081,Stephensonweg 13, 4207HA Gorinchem, Netherlands,http://www.kucarfa.nl, 0031 653 691 081
Legendary Classics,+31 623 679 846,Leerlooierstraat 5, 4871 EN Etten-Leur, Netherlands,http://www.legendaryclassics.com,"We at Legendary Classics are driven by a passion for all things that are motor related. We cover many aspects of the classic motoring world. Offering our own collection and a selection of consignment cars that meet our standards on behalf of our clients. In our showroom in Etten-Leur you will find brands like Porsche, Ford, Alfa Romeo, Mercedes, Chevrolet, Pontiac and… > lire la suite Jaguar.www.legendaryclassics.com"
Metropole Classics,+31 (0) 6 413 167 96,Meubellaan 1, 6651 KV DRUTEN, Netherlands,http://www.metropoleclassics.com,"Metropole Classics : des voitures exclusives avec leur histoireMetropole Classics est ""the place to be"" pour les amateurs passionnés de voitures classiques et exclusives. Dans un hall spacieux, adjacent au centre d'événements et de réunions Metropole Druten, dans un magnifique environnement naturel au bord de l'eau, une large collection de voitures anciennes ou d'exception sont… > lire la suite hébergées. Metropole Classic ne présente pas seulement ces voitures spéciales avec leur historique, Metropole Classics est également spécialisé dans l'achat/vente de voitures exclusives et une place de marché distinguée pour les collectionneurs et les investisseurs. "
RD Classics B.V.,+31 315 315120,Terborgseweg 61-C, 7084AB Breedenbroek, Netherlands,http://www.rdclassics.com,"Acheter une voiture classique chez RD Classics est une expérience formidable. Vous souhaitez acheter une vraie Muscle Car américaine, une voiture de sport classique ou une voiture ancienne exclusive, mais vous n'avez aucune idée de ce qui est possible? En raison de notre stock énorme et en constante évolution, réparti sur 2 étages d'une superficie totale de 10 000 m², nous avons toujours une voiture classique dans notre collection qui répond à vos besoins. Notre… > lire la suite équipe commerciale est prête pour vous. Même si vous n'avez aucune expérience technique avec les oldtimers, vous pouvez profiter d'une voiture classique de RD Classics sans aucun souci.<br /><br />Chez RD Classics, vous avez la possibilité d'inspecter minutieusement la voiture de l'intérieur, de l'extérieur et du dessous. Si vous êtes intéressé par l'achat, vous avez également la possibilité de faire un essai routier. Demandez les possibilités!<br /><br />Notre showroom est très facile d'accès et est situé près de la frontière néerlandaise, à proximité de l'autoroute A3, de plusieurs aéroports et d'une gare."
Real Art on Wheels,+31 6 53874570,Leimuiderdijk 237, 2154MN Burgerveen, Netherlands,http://realartonwheels.com, +31 6 53874570
Retrolegends BV,+31 610 508 899,De Vest 24a, 5555 XL Valkenswaard, Netherlands,http://www.retrolegends.nl, +31 610 508 899
Schipper Classic & Sportscars,+31 (0)546-563347,Zonnekracht 35, 7671RP Vriezenveen, Netherlands,http://www.autoschipper.nl,"Nous sommes spécialisé dans les classiques, les voitures de sport et les voitures exclusives, notre entreprise existe depuis 1971, célébrant cette année son 50e anniversaire.Vous êtes les bienvenus dans notre salle d'exposition pour découvrir notre collection. "
The Houtkamp Collection,+31 6 5394 4549 ,, 1190 AA Ouderkerk-sur-l\'Amstel, Netherlands,http://www.houtkamp.nl/, +31 6 2509 8150
USA Classic Car Collection,+31 (0)-61 46 09 876,Farmsumerweg 21, 9902 BK Appingedam, Netherlands,http://www.usaccc.nl,"Notre entreprise est située à Appingedam (Pays-bas). De là, nous pouvons transporter vers d'autres parties de l'Europe. Nous vendons à partir de notre stock aux États-Unis et aux Pays-Bas. Initialement, nous nous sommes spécialisés dans les Mustangs et les Pick-up, mais nous sommes également heureux de vous aider avec une marque ou un type différent. "
